Name,Team,W,L,ERA,GS,G,SV,IP,H,ER,HR,SO,BB,WHIP,K/9,BB/9,FIP,WAR,RA9-WAR,ADP,playerid
Jeff Inman,Pirates,0,0,4.06,0,1,0,1,1,0,0,1,0,1.36,8.06,3.29,4.02,0,0.1,999,sa328057
Kyle Fischer,Marlins,0,0,4,0,1,0,1,1,0,0,1,0,1.4,7.35,3.5,4.02,0,0.1,999,sa829490
Wade LeBlanc,Pirates,0,0,3.93,0,1,0,1,1,0,0,1,0,1.28,7.73,2.41,4.02,0,0.1,999,5221
Miles Mikolas,Cardinals,8,7,4.13,21,21,0,120,121,55,18,111,26,1.22,8.31,1.96,4.03,1.9,1.6,351.7,9803
Duane Below,Marlins,0,0,3.95,0,1,0,1,1,0,0,1,0,1.28,7.15,2.34,4.03,0,0.1,999,3124
Justin Grimm,Cubs,2,2,3.92,0,40,0,40,35,17,5,44,18,1.33,9.93,4.14,4.04,0.2,0.3,999,11720
Aaron Loup,Blue Jays,3,2,3.86,0,55,0,55,51,24,6,54,23,1.35,8.82,3.71,4.04,0.4,0.5,999,10343
Brandon Kintzler,Nationals,3,3,4,0,55,2,55,59,24,6,39,16,1.37,6.45,2.6,4.04,0.3,0.3,463.6,9939
Julian Merryweather,Indians,1,1,3.95,0,20,0,20,19,9,3,19,5,1.23,8.33,2.46,4.04,0.1,0.2,999,sa829363
Edward Paredes,Dodgers,1,1,3.76,0,15,0,15,13,6,2,16,6,1.29,9.87,3.85,4.04,0.1,0.1,999,4168
Zac Rosscup,,1,0,3.93,0,10,0,10,9,4,1,12,4,1.28,10.38,3.73,4.04,0.1,0,999,9419
Austin Adams,Nationals,1,1,3.81,0,15,0,15,12,6,1,18,9,1.44,11.01,5.66,4.04,0.1,0.1,999,13801
Ryan Pressly,Twins,2,2,4.1,0,35,0,35,34,16,4,34,13,1.33,8.79,3.35,4.04,0.2,0.3,644.4,7005
Blake Cooper,Cubs,0,0,3.85,0,1,0,1,1,0,0,1,0,1.38,8.38,3.99,4.05,0,0.1,999,sa549089
Blake Snell,Rays,10,9,3.8,28,28,0,157,136,66,18,163,71,1.33,9.37,4.09,4.05,2.4,2.8,219.1,13543
Chad Gaudin,Giants,0,0,3.92,0,0,0,1,1,0,0,1,0,1.34,7.93,3.49,4.05,0,0,999,1783
Adam Liberatore,Dodgers,1,0,3.81,0,10,0,10,9,4,1,10,4,1.29,9.37,3.55,4.05,0,0,999,10637
Jo-Jo Reyes,Marlins,0,0,3.98,0,1,0,1,1,0,0,1,0,1.35,6.91,2.85,4.05,0,0.1,999,5559
Luis Castillo,Reds,9,8,3.99,24,24,0,144,135,64,20,143,47,1.27,8.95,2.93,4.05,2.4,2.3,106.1,15689
Steven Matz,Mets,2,2,4.04,6,6,0,37,36,16,5,32,11,1.3,7.95,2.71,4.05,0.6,0.5,358.6,13361
Alex Claudio,Rangers,3,3,3.97,0,65,26,65,69,29,7,48,20,1.38,6.61,2.78,4.05,0.5,0.5,327,12890
Ryan Newell,Marlins,0,0,4.04,0,1,0,1,1,0,0,1,0,1.41,8.2,3.89,4.06,0,0.1,999,sa658029
Shane Greene,Tigers,3,3,3.94,0,65,26,65,61,28,8,64,24,1.31,8.93,3.38,4.06,0.5,0.5,238,10756
David Paulino,Astros,1,0,4.05,0,10,0,10,9,4,2,11,3,1.24,9.91,3.05,4.06,0.1,0,555.4,17418
Jimmy Nelson,Brewers,4,4,4.31,11,11,0,66,65,32,8,65,23,1.34,8.93,3.15,4.06,1.1,0.9,290.2,10547
John Gant,Cardinals,1,1,4.01,2,17,0,24,23,11,3,23,8,1.31,8.53,3.14,4.06,0.2,0.2,999,13684
Josh Osich,Giants,2,2,3.83,0,45,0,45,41,19,4,43,21,1.39,8.65,4.23,4.06,0.1,0.2,999,11528
Colten Brewer,Padres,1,1,3.96,0,20,0,20,19,9,2,18,8,1.36,8.07,3.5,4.06,0.1,0,999,sa597829
Brian Duensing,Cubs,2,2,3.84,0,35,0,35,33,15,4,33,13,1.31,8.46,3.33,4.06,0.2,0.3,999,4064
Taylor Rogers,Twins,3,3,4,0,55,0,55,54,24,7,50,18,1.32,8.15,3.01,4.06,0.4,0.4,573,13449
Zach Phillips,Pirates,0,0,3.92,0,1,0,1,1,0,0,1,0,1.4,8.48,4.02,4.06,0,0.1,999,99
Michael Tonkin,Twins,0,0,4.06,0,1,0,1,1,0,0,1,0,1.29,9.58,3.44,4.06,0,0.1,999,10315
Wirfin Obispo,,0,0,3.98,0,1,0,1,1,0,0,1,0,1.25,10.1,3.4,4.07,0,0.1,999,sa530473
Clayton Richard,Padres,10,12,3.94,31,31,0,191,205,84,19,140,62,1.39,6.57,2.91,4.07,2.8,2.4,537.4,3551
Yaisel Sierra,Dodgers,0,0,3.86,0,1,0,1,1,0,0,1,0,1.35,8.51,3.77,4.07,0,0.1,999,sa909930
Trevor Oaks,Dodgers,1,1,3.99,2,2,0,9,10,4,1,7,2,1.29,6.95,2.32,4.08,0.1,0.2,725,sa829144
Matt Strahm,Padres,3,3,3.89,6,21,0,51,45,22,7,55,22,1.3,9.68,3.79,4.08,0.6,0.6,557.2,13799
Matt Grace,Nationals,2,2,3.95,0,35,0,35,36,15,3,27,13,1.41,6.97,3.37,4.08,0.2,0.2,999,11449
Diego Castillo,Rays,1,1,3.88,0,20,0,20,18,9,2,20,8,1.32,8.82,3.63,4.08,0.1,0.2,736,sa822882
Brad Wieck,Padres,0,1,3.8,0,10,0,10,9,4,1,11,5,1.37,10.17,4.68,4.08,0,0,999,sa659424
Jeremy Affeldt,Giants,0,0,3.82,0,1,0,1,1,0,0,1,0,1.39,6.73,3.46,4.08,0,0.1,999,583
Sammy Solis,Nationals,1,1,3.92,0,25,0,25,23,11,3,25,11,1.36,9.07,3.96,4.08,0.1,0.2,999,11457
Andrew McKirahan,Braves,0,0,3.91,0,1,0,1,1,0,0,1,0,1.38,8.96,4.08,4.09,0,0.1,999,12870
Nick Goody,Indians,3,2,3.95,0,55,2,55,46,24,8,63,22,1.24,10.39,3.52,4.09,0.3,0.5,618.8,13685
Daniel Hudson,Pirates,3,3,4.04,0,65,3,65,61,29,8,64,27,1.36,8.79,3.74,4.09,0.3,0.2,630.4,7146
Yohan Flande,Rockies,0,0,4.18,0,1,0,1,1,0,0,1,0,1.38,7.11,2.64,4.09,0,0,999,5057
Michael Dimock,Padres,0,0,4.04,0,1,0,1,1,0,0,1,0,1.3,9.19,3.41,4.09,0,0.1,999,sa526011
Spencer Patton,Cubs,0,0,3.95,0,1,0,1,1,0,0,1,0,1.33,9.92,4.13,4.09,0,0.1,999,12361
Samuel Tuivailala,Cardinals,2,2,4.01,0,35,0,35,32,16,4,35,15,1.34,9.13,3.8,4.09,0.2,0.1,663,13485
Brad Ziegler,Marlins,3,3,3.99,0,65,26,65,70,29,5,43,25,1.47,5.95,3.44,4.1,0.3,0.2,448.9,7293
Pedro Baez,Dodgers,2,2,3.94,0,45,0,45,40,20,6,47,16,1.26,9.43,3.3,4.1,0.2,0.2,653.7,5420
Curtis Partch,Pirates,0,0,4.07,0,1,0,1,1,0,0,1,0,1.4,9.15,4.26,4.11,0,0.1,999,1333
Dustin Richardson,Dodgers,0,0,3.84,0,1,0,1,1,0,0,1,0,1.33,9.04,3.81,4.11,0,0.1,999,2548
Nick Wittgren,Marlins,1,2,4.14,0,30,0,30,29,14,4,28,9,1.29,8.31,2.84,4.11,0.1,0.1,999,15594
Jacob Lindgren,Braves,0,0,3.91,0,10,0,10,9,4,1,11,5,1.43,9.73,4.86,4.11,0,0,999,16215
Tiago Da Silva,,0,0,4.04,0,1,0,1,1,0,0,1,0,1.26,8.26,2.63,4.11,0,0.1,999,sa795086
Jake Arrieta,,11,10,4.2,29,29,0,177,175,82,22,157,58,1.32,7.98,2.95,4.11,2.7,2.5,92.5,4153
Jordan Walden,Cardinals,0,0,4.1,0,1,0,1,1,0,0,1,0,1.36,9.64,4.21,4.11,0,0.1,999,3271
Kyle Hendricks,Cubs,12,9,4.03,29,29,0,173,173,77,22,144,49,1.29,7.53,2.55,4.12,2.7,2.7,113.2,12049
Hyun-Jin Ryu,Dodgers,9,7,3.98,24,24,0,133,131,59,17,117,41,1.29,7.92,2.74,4.12,1.9,1.8,341.5,14444
Matt Bowman,Cardinals,2,2,4.06,0,40,0,40,42,18,4,30,14,1.39,6.76,3.08,4.12,0.2,0.1,999,13528
Julio Urias,Dodgers,0,0,3.85,0,0,0,1,1,0,0,1,0,1.32,8.96,3.71,4.12,0,0,600.5,14765
Jack Leathersich,Pirates,1,1,3.94,0,15,0,15,13,7,2,17,9,1.41,10.44,5.1,4.12,0.1,0.1,999,12562
Freddy Peralta,Brewers,0,0,4.13,0,10,0,10,9,5,1,12,5,1.38,10.9,4.67,4.13,0.1,0,711,sa737343
Nick Rumbelow,Mariners,1,1,4.05,0,25,0,25,24,11,3,24,10,1.33,8.74,3.43,4.13,0.1,0.1,999,14867
Ronald Belisario,Rays,0,0,3.9,0,1,0,1,1,0,0,1,0,1.39,6.72,3.27,4.13,0,0.1,999,2203
Jose Valverde,Mets,0,0,4.14,0,1,0,1,1,0,0,1,0,1.27,9.35,3.14,4.13,0,0.1,999,1726
A.J. Ramos,Mets,3,3,4.02,0,55,1,55,48,25,7,61,27,1.37,10.03,4.46,4.14,0.3,0.2,370.8,8350
Ian Krol,Braves,0,0,3.97,0,1,0,1,1,0,0,1,0,1.37,8.89,3.88,4.14,0,0.1,999,10066
Jose Alvarez,Angels,2,2,3.83,0,45,0,45,43,19,6,40,15,1.29,7.98,3.05,4.14,0.2,0.3,999,5358
Tyler Cyr,Giants,0,0,3.91,0,1,0,1,1,0,0,1,0,1.42,8.46,4.48,4.14,0,0.1,999,sa875270
Andrew Suarez,Giants,0,0,3.91,0,0,0,1,1,0,0,1,0,1.32,6.94,2.87,4.14,0,0,740,sa598260
Michael Lorenzen,Reds,3,3,4.05,0,65,2,65,63,29,8,63,25,1.34,8.74,3.44,4.14,0.4,0.3,567.7,14843
Yimi Garcia,Dodgers,1,1,4.01,0,20,0,20,18,9,3,21,6,1.21,9.54,2.85,4.14,0.1,0,999,12095
Jake McGee,Rockies,3,3,4.24,0,55,0,55,53,26,8,57,19,1.31,9.41,3.18,4.14,0.4,0.5,504.3,7550
Jose Torres,Padres,2,2,4.02,0,45,0,45,42,20,6,46,18,1.31,9.12,3.51,4.14,0.2,0.1,694,14957
Donnie Veal,Braves,0,0,4,0,1,0,1,1,0,0,1,0,1.37,8.88,3.85,4.14,0,0.1,999,4741
Brad Boxberger,Diamondbacks,3,3,4.1,0,65,26,65,57,30,9,74,30,1.34,10.18,4.19,4.14,0.4,0.4,314.4,10133
Anthony Banda,Diamondbacks,6,5,4.05,11,41,0,94,87,42,12,95,37,1.32,9.07,3.57,4.14,1.1,1.3,648.6,14706
Jeremy Jeffress,Brewers,3,3,4.18,0,55,0,55,57,26,6,48,23,1.45,7.82,3.75,4.14,0.3,0.2,619,9490
Phil Coke,Pirates,0,0,4.02,0,1,0,1,1,0,0,1,0,1.39,7.65,3.49,4.14,0,0.1,999,5535
Shane Carle,Braves,0,1,4.15,0,10,0,10,10,5,1,9,3,1.31,7.82,2.73,4.14,0,0,999,15258
Jason Hursh,Braves,2,2,4.05,0,35,0,35,35,16,3,30,15,1.43,7.64,3.88,4.14,0.2,0.2,999,14914
Joe Broussard,Dodgers,0,0,3.99,0,1,0,1,1,0,0,1,0,1.27,9.09,3.19,4.15,0,0.1,999,sa708442
Hector Neris,Phillies,3,3,4.07,0,65,21,65,57,29,10,73,25,1.27,10.05,3.52,4.15,0.4,0.3,141.1,11804
Steven Okert,Giants,2,2,3.89,0,35,0,35,32,15,4,33,14,1.33,8.6,3.73,4.15,0.1,0.2,999,13580
Darren O'Day,Orioles,3,3,4.1,0,55,0,55,50,25,8,61,21,1.29,9.9,3.47,4.15,0.4,0.4,570.3,3321
Adam Cimber,Padres,0,0,4.09,0,1,0,1,1,0,0,1,0,1.33,7.29,2.78,4.15,0,0.1,999,sa737888
Nick Burdi,Pirates,0,0,4.1,0,10,0,10,9,5,1,10,5,1.4,8.91,4.19,4.15,0,0,999,sa599297
David Peterson,Braves,0,0,4.09,0,1,0,1,1,0,0,1,0,1.4,7.28,3.37,4.15,0,0.1,999,sa603091
Mark Montgomery,Cardinals,0,0,4.09,0,1,0,1,1,0,0,1,0,1.32,9.27,3.6,4.15,0,0.1,999,sa598328
T.J. Weir,Padres,0,0,4.08,0,1,0,1,1,0,0,1,0,1.36,8.33,3.55,4.16,0,0.1,999,sa829207
Jim Johnson,Angels,3,3,3.96,0,55,0,55,53,24,6,47,22,1.36,7.75,3.52,4.16,0.2,0.3,576.2,3656
Cesar Valdez,Blue Jays,0,0,4.23,0,1,0,1,1,0,0,1,0,1.27,7.1,2,4.16,0,0,999,9013
Randall Delgado,Diamondbacks,2,2,4.18,0,45,0,45,42,21,6,45,17,1.32,9.06,3.39,4.16,0.2,0.3,999,5985
Mike Broadway,Giants,0,0,4.01,0,1,0,1,1,0,0,1,0,1.32,8.69,3.65,4.16,0,0.1,999,9894
A.J. Schugel,Pirates,3,3,4.18,0,55,2,55,56,26,6,46,19,1.37,7.56,3.17,4.16,0.2,0.1,999,11432
Jonathan Broxton,Cardinals,0,0,4.13,0,1,0,1,1,0,0,1,0,1.39,8.53,3.82,4.16,0,0.1,999,4759
Gerrit Cole,Astros,12,9,4.29,29,29,0,175,171,83,25,167,53,1.28,8.58,2.7,4.16,2.6,2.1,96.3,13125
Shae Simmons,,0,0,4.06,0,10,0,10,9,5,1,10,5,1.41,9.13,4.36,4.16,0,0,712.3,14200
Caleb Dirks,Braves,0,0,4.06,0,1,0,1,1,0,0,1,0,1.34,9.45,3.93,4.16,0,0.1,999,sa829346
C.C. Lee,Indians,0,0,4.07,0,1,0,1,1,0,0,1,0,1.32,9.31,3.66,4.16,0,0.1,999,5177
Juan Perez,Blue Jays,0,0,3.99,0,1,0,1,1,0,0,1,1,1.4,9.7,4.64,4.16,0,0.1,999,2557
Hector Ambriz,Padres,0,0,4.1,0,1,0,1,1,0,0,1,0,1.34,8.14,3.28,4.16,0,0.1,999,559
Francis Martes,Astros,1,1,4.07,0,20,0,20,17,9,3,23,10,1.35,10.24,4.29,4.17,0.1,0.1,570.9,17303
Trevor Richards,Marlins,0,0,4.24,0,0,0,1,1,0,0,1,0,1.35,7.39,2.98,4.17,0,0,745,sa922230
Heath Hembree,Red Sox,1,1,4.24,0,25,0,25,23,12,4,25,9,1.29,9.17,3.16,4.17,0.1,0.1,999,11632
Cory Luebke,Pirates,0,0,4.05,0,1,0,1,1,0,0,1,0,1.35,8.84,3.61,4.17,0,0.1,999,1984
Scott Oberg,Rockies,2,2,4.26,0,35,0,35,35,17,4,34,15,1.42,8.73,3.89,4.17,0.3,0.3,999,13911
Will LaMarche,Giants,0,0,4.04,0,1,0,1,1,0,0,1,0,1.33,8.34,3.56,4.17,0,0.1,999,sa658316
Ivan Nova,Pirates,9,10,4.36,28,28,0,165,182,80,21,121,37,1.33,6.58,2.02,4.17,2.3,1.6,348,1994
Erik Davis,Nationals,0,0,4.01,0,1,0,1,1,0,0,1,0,1.39,8.91,4.2,4.17,0,0.1,999,8422
Rafael Montero,Mets,2,2,4.08,2,32,2,39,36,18,5,40,17,1.37,9.2,4.01,4.17,0.3,0.2,619.1,12760
Trevor Bauer,Indians,11,9,4.15,29,29,0,171,161,79,23,169,63,1.31,8.92,3.31,4.17,2.6,2.8,144.6,12703
Joey Lucchesi,Padres,0,0,4.03,0,0,0,1,1,0,0,1,0,1.32,7.96,3.03,4.17,0,0,999,sa917967
Brian Flynn,Royals,2,2,4.06,0,40,0,40,39,18,5,36,15,1.36,8.1,3.44,4.18,0.2,0.2,999,12027
Dan Jennings,Rays,3,3,3.84,0,65,4,65,63,28,6,54,29,1.41,7.48,3.95,4.18,0.2,0.4,601,8073
Daniel Moskos,Padres,0,0,3.95,0,1,0,1,1,0,0,1,0,1.4,7.93,3.79,4.18,0,0.1,999,2858
Edubray Ramos,Phillies,2,2,4.14,0,45,0,45,41,21,7,48,18,1.3,9.69,3.52,4.18,0.3,0.2,679.3,16086
Daniel Coulombe,Athletics,2,2,4.02,0,35,0,35,34,16,4,32,16,1.43,8.12,4.08,4.18,0.1,0.2,999,13293
Brady Rodgers,Astros,1,0,4.18,0,10,0,10,10,5,1,9,3,1.27,7.75,2.28,4.18,0,0,999,13393
Dylan Floro,Cubs,0,0,4.04,0,1,0,1,1,0,0,1,0,1.32,6.36,2.4,4.18,0,0.1,999,13394
Robert Zarate,Rays,0,0,3.96,0,0,0,1,1,0,0,1,0,1.33,8.53,3.54,4.19,0,0,999,sa471754
Aaron Poreda,Rangers,0,0,4.13,0,1,0,1,1,0,0,1,0,1.36,9.21,3.71,4.19,0,0.1,999,4313
Duke Welker,Pirates,0,0,4.21,0,1,0,1,1,0,0,1,0,1.39,8.36,3.65,4.19,0,0,999,792
Gio Gonzalez,Nationals,12,10,4.17,32,32,0,190,189,88,23,170,72,1.37,8.04,3.39,4.19,2.6,2.6,141.7,7448
Paul Sewald,Mets,3,3,4.13,0,55,1,55,51,25,8,56,20,1.28,9.24,3.2,4.19,0.2,0.1,999,13892
Carter Capps,Padres,2,2,4.15,0,40,0,40,37,18,5,40,16,1.34,8.98,3.66,4.19,0.1,0,615.1,12803
Sean Gilmartin,Mets,0,0,4.01,0,1,0,1,1,0,0,1,0,1.3,8,2.9,4.19,0,0.1,999,12781
Dillon Peters,Marlins,8,8,4.08,23,23,0,128,131,58,13,100,47,1.39,7.01,3.32,4.19,1.7,1.6,527.4,18790
Tony Zych,Mariners,1,1,4.06,0,30,0,30,28,14,4,29,13,1.36,8.64,3.79,4.19,0.1,0.1,705,12876
Kaleb Fleck,Diamondbacks,0,0,4.15,0,1,0,1,1,0,0,1,0,1.38,9.17,4.05,4.19,0,0.1,999,sa526875
T.J. McFarland,Diamondbacks,2,2,4.11,0,40,0,40,44,18,4,27,14,1.45,6.02,3.2,4.2,0.2,0.2,999,3237
Juan Jaime,Braves,0,0,4.04,0,1,0,1,1,0,0,1,1,1.46,9.98,5.26,4.2,0,0.1,999,6127
Alex Meyer,Angels,0,0,3.97,0,0,0,1,1,0,0,1,0,1.35,9.33,4.28,4.2,0,0,547.1,12833
Addison Reed,Twins,3,3,4.29,0,65,2,65,64,31,10,61,19,1.28,8.48,2.66,4.2,0.3,0.4,260,10586
Brad Brach,Orioles,3,3,4.16,0,65,13,65,60,30,9,69,27,1.33,9.52,3.67,4.2,0.4,0.4,254.8,6627
Jacob Rhame,Mets,0,0,4.04,0,10,0,10,9,4,1,11,4,1.29,9.9,3.78,4.21,0,0,999,15267
Bryan Mitchell,Padres,6,7,4.14,19,19,0,109,109,50,12,93,43,1.39,7.69,3.54,4.21,1.4,1.2,545.2,11479
Tanner Anderson,Pirates,0,0,4.21,0,0,0,1,1,0,0,1,0,1.45,5.81,3.09,4.21,0,0,999,sa875262
Silvino Bracho,Diamondbacks,1,1,4.19,0,15,0,15,13,7,2,17,6,1.28,10.14,3.55,4.21,0.1,0.1,999,15051
Pierce Johnson,Cubs,0,0,3.98,0,1,0,1,1,0,0,1,1,1.37,9.82,4.57,4.21,0,0.1,999,13435
Jake Diekman,Rangers,3,3,4.06,0,55,3,55,50,25,6,58,28,1.41,9.44,4.51,4.21,0.3,0.4,600.5,5003
George Kontos,Pirates,2,2,4.29,0,35,0,35,36,17,4,30,12,1.36,7.61,2.99,4.21,0.1,0,703.3,9486
Caleb Smith,Marlins,1,1,4.05,2,12,0,19,18,9,2,19,8,1.32,8.81,3.61,4.21,0.1,0.2,999,14875
Gabriel Moya,Twins,2,1,4.03,0,30,0,30,27,13,4,32,13,1.32,9.51,3.81,4.21,0.2,0.3,714.8,16348
Jerry Sullivan,Padres,0,0,4.17,0,1,0,1,1,0,0,1,0,1.34,8.77,3.53,4.21,0,0.1,999,sa501200
Koji Uehara,,1,1,4.14,0,25,0,25,23,11,4,26,7,1.21,9.4,2.63,4.22,0.1,0.2,999,9227
Zach Duke,,2,2,3.99,0,45,0,45,44,20,5,40,20,1.41,8.09,3.99,4.22,0.2,0.2,999,3840
Wandy Peralta,Reds,3,3,3.94,0,55,0,55,51,24,7,54,24,1.38,8.77,3.98,4.22,0.3,0.4,720.5,14295
Patrick Corbin,Diamondbacks,8,8,4.21,23,23,0,129,132,61,17,112,44,1.36,7.8,3.07,4.22,1.9,1.9,242.4,9323
Chad Kuhl,Pirates,9,10,4.3,28,28,0,149,149,71,18,132,55,1.38,8,3.34,4.22,2,1.6,408.2,14975
Ryan Halstead,Giants,0,0,4.09,0,1,0,1,1,0,0,1,0,1.32,7.68,3.14,4.22,0,0.1,999,sa549980
Jed Bradley,Braves,0,0,4.02,0,1,0,1,1,0,0,1,0,1.42,7.88,3.91,4.22,0,0.1,999,13166
Brandon McCarthy,Braves,9,10,4.3,28,28,0,156,158,74,20,137,53,1.35,7.91,3.06,4.22,2.1,1.8,447.3,4662
Diego Moreno,Rays,0,0,4.05,0,1,0,1,1,0,0,1,0,1.31,8.48,3.31,4.23,0,0.1,999,6238
Brad Peacock,Astros,7,6,4.26,13,53,0,112,101,53,16,122,46,1.31,9.8,3.67,4.23,1.2,1,181.7,5401
Ryan Brasier,Angels,0,0,3.97,0,1,0,1,1,0,0,1,0,1.3,8.48,3.42,4.23,0,0.1,999,5615
Mike Mayers,Cardinals,0,0,4.16,0,10,0,10,10,5,1,9,3,1.31,8.15,3.02,4.23,0,0,999,15451
Randy Choate,Cardinals,0,0,4.06,0,1,0,1,1,0,0,1,0,1.41,7.05,3.47,4.23,0,0.1,999,813
Jason Frasor,Braves,0,0,4.22,0,1,0,1,1,0,0,1,0,1.42,8.55,4.15,4.23,0,0,999,1906
Peter Moylan,,3,3,4.1,0,65,0,65,66,30,7,54,26,1.41,7.48,3.57,4.23,0.3,0.3,999,4891
Tyler Chatwood,Cubs,9,7,4.05,24,24,0,137,133,62,14,121,64,1.43,7.94,4.17,4.23,1.9,2,312.3,4338
Shawn Kelley,Nationals,2,2,4.2,0,40,0,40,38,19,6,41,14,1.29,9.31,3.15,4.23,0.1,0.2,999,7773
J.T. Chargois,Twins,1,1,4.18,0,20,0,20,19,9,2,19,9,1.4,8.72,4.08,4.23,0.1,0.1,999,13767
Salvador Sanchez,Marlins,0,0,4.25,0,1,0,1,1,0,0,1,0,1.41,8,3.74,4.23,0,0,999,sa291439
Zack Littell,Twins,1,0,4.22,0,10,0,10,10,5,1,8,3,1.33,7.48,2.79,4.24,0,0.1,999,sa737929
Adam Ottavino,Rockies,3,3,4.4,0,55,0,55,51,27,7,60,26,1.41,9.86,4.24,4.24,0.4,0.4,599.6,1247
Michael Fulmer,Tigers,10,11,4.23,29,29,0,185,191,87,24,148,53,1.31,7.18,2.56,4.24,2.8,2.7,192.1,13218
Carlos Alvarado,Giants,0,0,4.06,0,1,0,1,1,0,0,1,0,1.34,8.93,4.01,4.24,0,0.1,999,sa505053
Dinelson Lamet,Padres,8,9,4.16,24,24,0,140,122,65,19,157,67,1.35,10.14,4.29,4.24,1.8,1.7,220.3,17186
Christian Jones,Giants,0,0,3.91,0,1,0,1,1,0,0,1,0,1.44,7.48,4.25,4.24,0,0.1,999,sa578007
Tyler Rogers,Giants,0,0,3.92,0,1,0,1,1,0,0,1,0,1.45,6.54,3.97,4.24,0,0.1,999,sa739036
Jose Quijada,Marlins,0,0,4.08,0,1,0,1,1,0,0,1,0,1.42,8.32,4.16,4.24,0,0.1,999,sa828494
Garrett Cortright,Marlins,0,0,4.23,0,1,0,1,1,0,0,1,0,1.43,6.53,3.32,4.24,0,0,999,sa739011
Tony Cingrani,Dodgers,3,3,3.89,0,55,0,55,48,24,8,60,25,1.33,9.75,4.06,4.24,0.2,0.2,701.7,12555
Carlos Estevez,Rockies,1,1,4.31,0,30,0,30,29,14,4,31,13,1.39,9.19,3.88,4.24,0.2,0.2,999,14542
Yusmeiro Petit,Athletics,3,3,4.28,0,55,2,55,54,26,9,52,15,1.25,8.53,2.48,4.25,0.2,0.2,440.5,4020
Adam Miller,Pirates,0,0,4.25,0,1,0,1,1,0,0,1,0,1.39,7.77,3.41,4.25,0,0,999,sa243995
Sonny Gray,Yankees,12,10,4.24,31,31,0,186,188,87,25,163,63,1.35,7.92,3.07,4.25,3,2.7,148.9,12768
Cody Anderson,Indians,1,1,4.18,2,12,0,19,19,9,3,17,5,1.28,7.92,2.59,4.25,0.2,0.2,750,12799
Sam Wolff,Giants,0,0,4.08,0,10,0,10,9,5,1,10,5,1.38,9.16,4.4,4.25,0,0,999,sa503437
Oliver Perez,,0,0,4.1,0,10,0,10,9,5,1,11,4,1.32,9.84,3.87,4.25,0,0,999,1514
Silfredo Garcia,Cardinals,0,0,4.19,0,1,0,1,1,0,0,1,0,1.39,7.75,3.5,4.25,0,0,999,sa546464
Jack Flaherty,Cardinals,4,4,4.19,8,28,0,65,62,30,9,60,23,1.32,8.3,3.22,4.26,0.6,0.6,376,17479
Fernando Rodney,Twins,3,3,4.18,0,65,30,65,61,30,7,64,31,1.42,8.81,4.29,4.26,0.3,0.4,259,494
Steve Kent,Braves,0,0,4.09,0,1,0,1,1,0,0,1,0,1.39,8.65,3.97,4.26,0,0.1,999,sa329072
Collin McHugh,Astros,5,4,4.3,8,43,0,81,81,39,12,74,22,1.27,8.22,2.49,4.26,0.7,0.5,316.1,7531
Jon Velasquez,Mets,0,0,4.19,0,1,0,1,1,0,0,1,0,1.33,8.21,3.12,4.26,0,0,999,sa496300
Luke Hochevar,,0,0,4.27,0,10,0,10,9,5,1,10,4,1.31,9.36,3.39,4.26,0,0,999,6943
Robbie Ross Jr.,Red Sox,0,0,4.13,0,1,0,1,1,0,0,1,0,1.39,8.02,3.72,4.26,0,0.1,999,6819
Rick Porcello,Red Sox,11,10,4.44,29,29,0,182,190,90,28,152,41,1.27,7.53,2.03,4.26,2.4,2.6,240.7,2717
John Brebbia,Cardinals,3,3,4.26,0,55,0,55,52,26,8,53,18,1.27,8.68,2.89,4.26,0.2,0.1,667.3,12777
Brian Ellington,Marlins,2,2,4.14,0,40,0,40,34,18,5,46,23,1.41,10.26,5.09,4.26,0.1,0.1,999,17233
Keynan Middleton,Angels,3,3,3.99,0,55,0,55,49,24,8,55,22,1.3,8.96,3.64,4.26,0.2,0.3,625.4,15264
Tom Koehler,Dodgers,3,3,4.18,3,43,0,58,55,27,8,57,21,1.31,8.81,3.23,4.26,0.3,0.2,723,6570
Simon Castro,Athletics,0,0,4.25,0,1,0,1,1,0,0,1,0,1.34,9.27,3.81,4.26,0,0,999,9243
Dario Agrazal,Pirates,0,1,4.3,0,10,0,10,11,5,1,7,2,1.33,6.19,2.09,4.26,0,0,999,sa737059
Kenta Maeda,Dodgers,9,8,4.18,24,24,0,135,129,63,22,132,37,1.23,8.8,2.45,4.26,1.7,1.6,195.9,18498
Jacob Brigham,Braves,0,0,4.29,0,1,0,1,1,0,0,1,0,1.37,7.52,3.1,4.26,0,0,999,2851
Perci Garner,Indians,0,0,4.04,0,1,0,1,1,0,0,1,0,1.44,8,4.35,4.26,0,0.1,999,10887
Zach Putnam,White Sox,0,0,4.19,0,1,0,1,1,0,0,1,0,1.37,9.23,3.97,4.27,0,0,999,9080
Scott Kazmir,Braves,2,2,4.25,5,5,0,27,27,13,4,26,10,1.35,8.45,3.39,4.27,0.3,0.3,693.4,4897
Wes Parsons,Braves,0,0,4.21,0,0,0,1,1,0,0,1,0,1.41,7.64,3.66,4.27,0,0,999,sa736026
A.J. Burnett,Pirates,0,0,4.48,0,0,0,1,1,0,0,1,0,1.43,7.21,3.36,4.27,0,0,999,512
